essay_id,session_uuid,model,error_count,messages,score_1,score_2,autoscore,rubric_max_score,rubric1_1,rubric1_2,rubric1_3,rubric1_4,rubric1_5,rubric1_6,rubric1_7,rubric1_8,rubric1_9,rubric2_1,rubric2_2,rubric2_3,rubric2_4,rubric2_5,rubric2_6,rubric2_7,rubric2_8,rubric2_9,autoscore_trait1,autoscore_trait2,autoscore_trait3,autoscore_trait4,autoscore_trait5,autoscore_trait6,autoscore_trait7,autoscore_trait8,autoscore_trait9,,,,,
17845,fbf2e5dd-e539-4e5f-9dc8-5027511f80d7,c3s-002,0,,8,8,5,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,2,,,,,,,,,,
17846,acecbfb2-18c1-49c0-8ed0-bc45bf43bbdf,c3s-002,0,,9,10,4,12,2,2,3,2,,,,,,2,2,3,3,,,,,,1,1,1,1,,,,,,,,,,
17847,d9a3bf8a-dde8-4a82-99cf-700baa1644f9,c3s-002,0,,9,8,8,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17849,175fab6b-0c58-4c02-89c6-f8cbb12b0f69,c3s-002,0,,6,8,9,12,1,2,2,1,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
17850,73fad50b-98cd-4eed-ba29-e168d9626f24,c3s-002,0,,5,7,6,12,2,1,1,1,,,,,,2,2,1,2,,,,,,2,1,2,1,,,,,,,,,,
17851,6dcc377a-643f-4aae-8222-916758a8ba67,c3s-002,0,,8,8,4,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
17852,9384edd1-6a49-4a3e-abba-496e971f365f,c3s-002,0,,9,8,7,12,2,3,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
17853,c2678ec8-21e4-4dd8-a22a-3563e48193e0,c3s-002,0,,8,8,3,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,0,,,,,,,,,,
17854,27879857-27ab-4407-bb0f-db8c0a4ced26,c3s-002,0,,10,11,8,12,2,3,2,3,,,,,,3,3,2,3,,,,,,2,2,2,2,,,,,,,,,,
17856,694431f5-f55b-4409-8802-fc333eca999d,c3s-002,0,,6,8,7,12,1,1,2,2,,,,,,1,2,2,3,,,,,,2,2,2,1,,,,,,,,,,
17857,b2414957-a6b7-465d-8189-9337f4ea068a,c3s-002,0,,9,9,9,12,2,2,2,3,,,,,,2,2,2,3,,,,,,2,3,2,2,,,,,,,,,,
17858,12cfde98-90b3-4991-8d32-d047c32ffdc5,c3s-002,0,,12,12,8,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,2,2,2,,,,,,,,,,
17859,08fe8a48-c4ea-4818-b64d-57e31aa3155d,c3s-002,0,,9,8,7,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
17860,bfb65674-b885-45ed-a3b0-e77c257138a5,c3s-002,0,,8,8,7,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
17861,b441a13c-50bf-419e-8eb6-1c378276171a,c3s-002,0,,8,8,7,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
17862,06463740-72a3-4d04-b6b1-553971a39050,c3s-002,0,,5,4,4,12,1,1,1,2,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17863,11e4a73c-c2d3-466b-98a0-27910c05c3c1,c3s-002,0,,3,3,4,12,0,1,1,1,,,,,,0,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17864,66ef4d58-98b6-441d-9e8b-e1e6c783a3eb,c3s-002,0,,6,4,7,12,2,2,1,1,,,,,,1,1,1,1,,,,,,2,2,2,1,,,,,,,,,,
17865,eac90e03-fc18-430c-938b-6df73aa3d5ea,c3s-002,0,,9,8,4,12,2,3,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
17867,07112a8a-5cd1-44fc-b6b6-b036ae663d37,c3s-002,0,,8,8,6,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,2,2,,,,,,,,,,
17868,c630ba76-8f59-4a7f-a4ac-3bb9f16ac323,c3s-002,0,,8,7,8,12,2,2,2,2,,,,,,2,1,2,2,,,,,,2,2,2,2,,,,,,,,,,
17869,d2fb27ac-785e-4db3-b536-ed80f8ecfaa6,c3s-002,0,,6,5,4,12,1,1,2,2,,,,,,0,1,2,2,,,,,,1,1,1,1,,,,,,,,,,
17870,8b01220e-7ac1-4f2a-a37a-85c1b9b96ce7,c3s-002,0,,12,7,9,12,3,3,3,3,,,,,,1,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
17871,33274fc5-6507-4153-9b63-e043e0532e84,c3s-002,0,,12,12,11,12,3,3,3,3,,,,,,3,3,3,3,,,,,,3,3,3,2,,,,,,,,,,
17872,cbb20a07-cc8b-4dd6-b439-e47b7054c61b,c3s-002,0,,10,8,8,12,2,2,3,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17873,d82f2af2-9499-4e15-b102-67fb044c1b98,c3s-002,0,,9,7,8,12,2,2,2,3,,,,,,1,1,2,3,,,,,,2,2,2,2,,,,,,,,,,
17874,a3dce2d9-bc3a-494f-aa2c-4070adb9bc13,c3s-002,0,,11,9,7,12,3,3,2,3,,,,,,2,2,2,3,,,,,,2,2,2,1,,,,,,,,,,
17875,a982a8de-010e-4e42-a54e-932b5de81275,c3s-002,0,,7,5,6,12,2,2,2,1,,,,,,1,1,1,2,,,,,,2,2,1,1,,,,,,,,,,
17876,73f75231-675d-459b-9bfb-05904ca934ff,c3s-002,0,,8,11,9,12,2,2,2,2,,,,,,3,3,2,3,,,,,,2,3,2,2,,,,,,,,,,
17878,e9a7109a-6924-48ac-a613-8155c3a7960c,c3s-002,0,,4,6,4,12,0,1,1,2,,,,,,0,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
17879,41ecb72a-2bbe-4863-bc57-b0c8d9933029,c3s-002,0,,4,3,4,12,1,1,1,1,,,,,,0,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17880,ee64a91c-911c-4792-a88d-64c468b11437,c3s-002,0,,8,8,10,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,3,2,3,,,,,,,,,,
17881,ee02a0fd-39e4-45ed-adc3-7f11cf9e1667,c3s-002,0,,6,6,7,12,1,1,2,2,,,,,,1,1,2,2,,,,,,2,2,1,2,,,,,,,,,,
17882,b0913e58-6f34-4eea-9894-a43c52a304ee,c3s-002,0,,6,6,4,12,1,1,2,2,,,,,,1,2,1,2,,,,,,1,1,1,1,,,,,,,,,,
17883,8c7b9ef9-5948-4f87-ac99-13a41293a546,c3s-002,0,,8,12,5,12,2,2,2,2,,,,,,3,3,3,3,,,,,,1,1,2,1,,,,,,,,,,
17884,37537e0d-b20a-4dcf-8d59-e8b5367184d6,c3s-002,0,,12,12,4,12,3,3,3,3,,,,,,3,3,3,3,,,,,,1,1,1,1,,,,,,,,,,
17885,6076d3be-b9ac-437a-bf94-fb2b2b9223a3,c3s-002,0,,4,5,7,12,1,1,1,1,,,,,,2,2,1,0,,,,,,2,2,2,1,,,,,,,,,,
17886,51a6bfb4-8d90-4c97-befd-f0bbccca6cf9,c3s-002,0,,4,5,6,12,1,1,1,1,,,,,,1,1,1,2,,,,,,1,2,1,2,,,,,,,,,,
17887,939db97e-4eb9-4b0c-bcc1-17548e97c949,c3s-002,0,,10,10,8,12,3,3,2,2,,,,,,3,3,2,2,,,,,,2,2,2,2,,,,,,,,,,
17888,4e280d9c-77b3-4220-b106-9b459a63423f,c3s-002,0,,8,8,10,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
17889,f8ef6dce-66a7-47ce-93dd-f1c435816c40,c3s-002,0,,4,4,4,12,0,1,1,2,,,,,,0,1,1,2,,,,,,1,1,1,1,,,,,,,,,,
17890,aef3d8a0-94b4-4428-b622-50ec03bd24bd,c3s-002,0,,7,8,8,12,2,2,1,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17891,ae0a848c-9319-4abe-94fb-526acb896e3e,c3s-002,0,,12,8,4,12,3,3,3,3,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
17892,96061f9d-4939-439b-99bd-d825469ede23,c3s-002,0,,9,8,8,12,2,3,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17893,13625c4c-2fc6-43f3-944c-f28d111d5a4a,c3s-002,0,,8,10,8,12,2,2,2,2,,,,,,3,3,2,2,,,,,,2,3,2,1,,,,,,,,,,
17894,eb9e3674-37ba-4bfc-922a-c9e241adde8f,c3s-002,0,,7,6,8,12,2,2,1,2,,,,,,1,1,2,2,,,,,,2,2,2,2,,,,,,,,,,
17896,45211290-6c6b-463b-aba1-26cbeaff405b,c3s-002,0,,6,6,5,12,1,1,2,2,,,,,,1,1,2,2,,,,,,2,1,1,1,,,,,,,,,,
17897,2b9ac720-c757-4f7c-9131-78bb958cdf51,c3s-002,0,,10,10,9,12,2,2,3,3,,,,,,3,2,2,3,,,,,,2,3,2,2,,,,,,,,,,
17898,e0ce8ddb-af1c-4cf5-a2ca-7f2c940b3c27,c3s-002,0,,8,8,7,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
17899,05b14983-98ab-437c-b415-ff7234fcb739,c3s-002,0,,12,12,8,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,3,2,1,,,,,,,,,,
17900,c8e15c6d-50cd-4732-a299-66e45077a663,c3s-002,0,,8,8,8,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17901,0a537235-dbc8-4814-abaf-df96190ab4bc,c3s-002,0,,6,4,4,12,2,2,1,1,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17902,812068ee-c02e-4916-9554-70133ed0f9fc,c3s-002,0,,8,9,6,12,2,2,2,2,,,,,,2,3,2,2,,,,,,2,2,1,1,,,,,,,,,,
17903,f90b9379-2c31-4035-be5b-c25e8ef7a8f9,c3s-002,0,,5,7,4,12,1,1,1,2,,,,,,2,1,2,2,,,,,,1,1,1,1,,,,,,,,,,
17904,7e3d4ccb-b32a-47d2-85b0-e937adf5f00d,c3s-002,0,,8,9,2,12,2,2,2,2,,,,,,2,2,2,3,,,,,,1,0,0,1,,,,,,,,,,
17905,7409d012-4404-486b-985b-e225c2310572,c3s-002,0,,4,4,4,12,1,1,1,1,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17906,79373841-2934-4fa4-806f-124b61b78f27,c3s-002,0,,10,12,2,12,2,2,3,3,,,,,,3,3,3,3,,,,,,1,0,1,0,,,,,,,,,,
17908,af3080a4-d570-4c3e-a3e1-510c6f994a07,c3s-002,0,,12,12,10,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,3,2,3,,,,,,,,,,
17909,61951217-a8b2-4ff3-a5d3-3fcc72691b21,c3s-002,0,,10,11,9,12,3,3,2,2,,,,,,3,3,2,3,,,,,,2,3,2,2,,,,,,,,,,
17910,eebe0bfd-2a96-42bb-8d02-2d95771ba4be,c3s-002,0,,8,11,10,12,3,2,2,1,,,,,,3,3,3,2,,,,,,3,3,2,2,,,,,,,,,,
17911,6d81851b-39a8-452d-85c3-e9821f8cb945,c3s-002,0,,8,11,4,12,2,2,2,2,,,,,,3,3,2,3,,,,,,1,1,1,1,,,,,,,,,,
17912,adcfd510-8179-4239-835e-8e8160df513a,c3s-002,0,,4,8,2,12,1,1,1,1,,,,,,2,2,2,2,,,,,,1,1,0,0,,,,,,,,,,
17913,bad5a9ae-d7fb-44b3-bab7-829267d3fadb,c3s-002,0,,8,8,6,12,2,2,2,2,,,,,,1,2,2,3,,,,,,2,2,1,1,,,,,,,,,,
17914,c51318a1-8fe1-4b11-850c-37602e12110d,c3s-002,0,,6,6,9,12,0,1,3,2,,,,,,0,2,2,2,,,,,,2,2,2,3,,,,,,,,,,
17915,4de27af4-f00c-4bc8-a69d-e81594406575,c3s-002,0,,8,7,8,12,2,2,2,2,,,,,,2,2,2,1,,,,,,2,2,2,2,,,,,,,,,,
17916,de568ace-c25f-448d-9557-c887c966d2c3,c3s-002,0,,5,4,4,12,1,1,1,2,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17917,e9c78a55-6674-4ea5-97d1-ada2b3b501cd,c3s-002,0,,3,5,3,12,1,1,0,1,,,,,,2,1,1,1,,,,,,1,1,1,0,,,,,,,,,,
17918,52e63ab1-e819-44ec-ac5e-b4adca21d5a4,c3s-002,0,,8,6,5,12,2,2,2,2,,,,,,2,1,1,2,,,,,,1,2,1,1,,,,,,,,,,
17919,6d30f2db-d266-4f8f-8309-8ba4852e38dc,c3s-002,0,,12,11,8,12,3,3,3,3,,,,,,3,3,2,3,,,,,,2,2,2,2,,,,,,,,,,
17920,d0d5fa61-a030-4c3b-b902-59bddd91cda5,c3s-002,0,,6,8,6,12,1,1,2,2,,,,,,2,2,2,2,,,,,,2,2,1,1,,,,,,,,,,
17921,9fa3f815-5a01-4ff7-bad8-15959ebdd515,c3s-002,0,,5,5,4,12,1,1,2,1,,,,,,1,1,2,1,,,,,,1,1,1,1,,,,,,,,,,
17922,13d947d8-a058-4b1d-886e-e86499f76afd,c3s-002,0,,9,8,8,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17923,6680563e-daec-4437-a59a-45be3ffa9e6a,c3s-002,0,,12,9,9,12,3,3,3,3,,,,,,2,2,2,3,,,,,,2,3,2,2,,,,,,,,,,
17924,2fc3e134-b8ad-48fb-b00d-3842a0767177,c3s-002,0,,12,12,7,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,2,2,1,,,,,,,,,,
17926,5c82b728-bfca-4d2e-b03b-2bbfce3730b0,c3s-002,0,,10,11,8,12,2,3,2,3,,,,,,3,3,2,3,,,,,,2,3,2,1,,,,,,,,,,
17927,aa240b36-c7da-42aa-9258-089a2406394e,c3s-002,0,,3,3,3,12,1,1,1,0,,,,,,1,1,1,0,,,,,,1,0,1,1,,,,,,,,,,
17928,27cd7375-e872-4359-bf82-c2a42df1f7b2,c3s-002,0,,6,6,4,12,1,1,2,2,,,,,,1,2,2,1,,,,,,1,1,1,1,,,,,,,,,,
17930,34567f4e-c0d5-4140-951d-eb75d90e704c,c3s-002,0,,9,12,10,12,2,2,2,3,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
17931,7592419d-1302-4699-8665-862b2c6f5c47,c3s-002,0,,12,12,7,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,2,2,1,,,,,,,,,,
17932,aff55b8b-389f-4db0-810f-eed18f9c7afc,c3s-002,0,,12,12,10,12,3,3,3,3,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
17933,1515a2ac-4dcf-419e-be36-bc6c2acbb278,c3s-002,0,,7,8,4,12,1,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
17935,1061d78a-5915-47e7-ad79-9c074bcc33da,c3s-002,0,,8,6,7,12,2,2,2,2,,,,,,2,2,1,1,,,,,,2,2,2,1,,,,,,,,,,
17936,e87b3b3f-0bcc-45e0-ad6b-9b55a6866644,c3s-002,0,,3,6,4,12,0,1,1,1,,,,,,1,1,2,2,,,,,,1,1,1,1,,,,,,,,,,
17937,6ed10eb0-9f99-442c-b50c-27430c13ea1d,c3s-002,0,,5,4,4,12,1,1,1,2,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17938,801b51ab-a30c-4632-b6b1-0836643a035f,c3s-002,0,,5,4,7,12,0,1,2,2,,,,,,0,1,1,2,,,,,,2,2,2,1,,,,,,,,,,
17939,010d1fa3-f0cd-485e-895a-93aec3eb6aa1,c3s-002,0,,10,12,10,12,2,2,3,3,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
17940,dbb1dfe8-3973-48df-816b-4708e7758dc1,c3s-002,0,,4,4,4,12,1,1,1,1,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17941,a7b40d7e-fe27-426e-98a6-ca891c571b9f,c3s-002,0,,7,8,5,12,2,2,2,1,,,,,,2,2,2,2,,,,,,2,1,1,1,,,,,,,,,,
17942,2dfa82c9-023e-4d30-8017-a0c9eb73c74c,c3s-002,0,,9,11,9,12,2,2,3,2,,,,,,2,3,3,3,,,,,,2,3,2,2,,,,,,,,,,
17943,dcbd35b0-7e62-436c-a707-b4f8a2f27185,c3s-002,0,,4,6,4,12,1,1,1,1,,,,,,2,2,1,1,,,,,,1,1,1,1,,,,,,,,,,
17944,4a2f187c-a301-4553-bc4d-2c5d4c3d9af6,c3s-002,0,,8,10,4,12,2,2,2,2,,,,,,3,3,2,2,,,,,,1,1,1,1,,,,,,,,,,
17945,d55bbd0d-1e37-44db-a669-8694540da418,c3s-002,0,,10,8,6,12,3,3,2,2,,,,,,0,2,3,3,,,,,,2,2,1,1,,,,,,,,,,
17946,815abe50-4b45-4d74-b892-ae454d097c91,c3s-002,0,,6,8,7,12,1,2,1,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
17947,433a1acb-3b8c-4cda-8af6-a948c19d59e5,c3s-002,0,,12,11,8,12,3,3,3,3,,,,,,3,3,2,3,,,,,,2,2,2,2,,,,,,,,,,
17949,0e8966a9-2dc0-4a39-a502-00df0951f87a,c3s-002,0,,3,3,5,12,0,1,1,1,,,,,,0,1,1,1,,,,,,2,1,1,1,,,,,,,,,,
17950,cf7e560a-6c0b-4231-bed1-a62c3cce1b8d,c3s-002,0,,6,5,4,12,1,1,2,2,,,,,,1,1,1,2,,,,,,1,1,1,1,,,,,,,,,,
17951,4d46deb9-18f7-441e-a34c-c65a2c93f3f2,c3s-002,0,,5,4,4,12,1,1,1,2,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17952,4b606ac3-6165-4e4b-9865-e25d57f23d4b,c3s-002,0,,10,11,4,12,2,3,2,3,,,,,,2,3,3,3,,,,,,1,1,1,1,,,,,,,,,,
17953,31670659-63ef-459e-b837-01dc30a61055,c3s-002,0,,8,8,7,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
17954,43cdb7b7-e4d1-4d67-af48-c4022b3e550a,c3s-002,0,,7,4,3,12,2,2,1,2,,,,,,1,1,1,1,,,,,,1,1,1,0,,,,,,,,,,
17955,18f3ffb6-5f27-40dd-844f-e9c0f2f42501,c3s-002,0,,12,8,8,12,3,3,3,3,,,,,,1,1,3,3,,,,,,2,2,2,2,,,,,,,,,,
17957,1e774350-43da-4075-99bc-7e4050ca352b,c3s-002,0,,3,5,4,12,0,1,1,1,,,,,,0,1,2,2,,,,,,1,1,1,1,,,,,,,,,,
17959,b5dab1e4-f63f-400e-bb3a-e5b6a1dacb61,c3s-002,0,,4,3,7,12,0,1,1,2,,,,,,0,1,1,1,,,,,,1,2,2,2,,,,,,,,,,
17961,0605126f-4d8a-46cd-b757-d9fc1f64cdb2,c3s-002,0,,8,9,6,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,2,1,1,,,,,,,,,,
17962,adea5e71-70af-4c00-b362-f2cf61a6146b,c3s-002,0,,7,7,6,12,0,2,2,3,,,,,,0,2,2,3,,,,,,2,2,1,1,,,,,,,,,,
17963,0ef18f82-c9de-4e50-8ad4-be3e2008638e,c3s-002,0,,11,11,6,12,3,3,3,2,,,,,,3,3,3,2,,,,,,2,2,1,1,,,,,,,,,,
17964,5caf02aa-6e76-42a2-9263-028d677ad5cc,c3s-002,0,,9,12,8,12,2,2,2,3,,,,,,3,3,3,3,,,,,,2,3,2,1,,,,,,,,,,
17965,68df2b00-02e2-43d4-b412-76bb409cf60e,c3s-002,0,,6,6,6,12,1,2,1,2,,,,,,1,1,2,2,,,,,,2,2,1,1,,,,,,,,,,
17966,96f2db63-9e6d-460a-a559-707e2b017f4d,c3s-002,0,,8,10,4,12,2,2,2,2,,,,,,2,3,2,3,,,,,,1,1,1,1,,,,,,,,,,
17967,9eac918f-8486-4c54-a1b8-9b328a79f6ed,c3s-002,0,,8,4,3,12,2,2,2,2,,,,,,1,1,1,1,,,,,,1,1,1,0,,,,,,,,,,
17968,2af128f0-f822-4f2b-b19c-0d53ab914a44,c3s-002,0,,10,9,7,12,2,2,3,3,,,,,,2,2,2,3,,,,,,2,2,2,1,,,,,,,,,,
17969,47367e40-bdc4-4b50-bec3-31062e544225,c3s-002,0,,8,8,5,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,2,1,1,,,,,,,,,,
17970,b6976c01-1c44-4a69-aca5-2f168011ef4e,c3s-002,0,,6,5,4,12,1,2,1,2,,,,,,0,1,2,2,,,,,,1,1,1,1,,,,,,,,,,
17971,479e174d-61c2-47ff-a333-777ed708d182,c3s-002,0,,9,9,4,12,2,3,2,2,,,,,,2,2,3,2,,,,,,1,1,1,1,,,,,,,,,,
17973,7a362a4a-25fc-4719-bab0-4dc0aa8b8341,c3s-002,0,,7,8,6,12,2,2,1,2,,,,,,2,2,2,2,,,,,,2,1,2,1,,,,,,,,,,
17974,5093d943-0b36-4dfd-9882-2da085255f52,c3s-002,0,,8,9,6,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,2,1,1,,,,,,,,,,
17975,bb78db76-deb5-409a-a4a7-d1cbcc00d4c1,c3s-002,0,,8,8,8,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17976,b166eade-ccdb-4e19-9813-75ff9bf594c0,c3s-002,0,,5,4,8,12,0,1,2,2,,,,,,0,1,1,2,,,,,,2,2,2,2,,,,,,,,,,
17977,820a1e9d-23fb-42ea-83bc-80e7e3fe13ce,c3s-002,0,,8,8,7,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
17978,e15a5321-d6cc-48ed-9907-f1273dd6972e,c3s-002,0,,4,5,6,12,1,1,1,1,,,,,,1,1,2,1,,,,,,2,2,1,1,,,,,,,,,,
17979,97e58d42-25c0-4cfa-b354-e3e6cc6ce4e5,c3s-002,0,,10,7,8,12,2,3,2,3,,,,,,2,2,2,1,,,,,,2,3,2,1,,,,,,,,,,
17980,8070ceb2-b693-4cdd-8901-ac213f53be0d,c3s-002,0,,12,12,8,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,2,2,2,,,,,,,,,,
17981,98f3af4b-2fe7-4598-a148-301b4820edda,c3s-002,0,,6,5,4,12,0,2,2,2,,,,,,1,1,1,2,,,,,,1,1,1,1,,,,,,,,,,
17982,8177bd61-4851-4e78-8a7f-6d8727078dc8,c3s-002,0,,5,4,5,12,1,2,1,1,,,,,,1,1,1,1,,,,,,1,2,1,1,,,,,,,,,,
17983,0aa675c1-ba8b-47f4-b770-9e149afc49ad,c3s-002,0,,8,10,7,12,2,2,2,2,,,,,,3,3,2,2,,,,,,2,2,2,1,,,,,,,,,,
17984,4d01efae-199c-4bd2-a609-aa2f8252f9f7,c3s-002,0,,9,9,6,12,2,2,2,3,,,,,,2,2,2,3,,,,,,2,2,1,1,,,,,,,,,,
17985,b7d1cec4-745e-4dbe-844d-db776e98c02c,c3s-002,0,,5,9,8,12,1,1,2,1,,,,,,2,2,2,3,,,,,,2,2,2,2,,,,,,,,,,
17986,ff16407c-6799-442e-91f2-dd1c68855b71,c3s-002,0,,8,9,7,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,3,1,1,,,,,,,,,,
17987,44b5aafa-f31d-45d0-8789-164e5bea53e1,c3s-002,0,,10,8,8,12,2,2,3,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17988,b34e34fb-754d-4ea0-9bfa-9e0e93ed8f44,c3s-002,0,,8,7,8,12,2,2,2,2,,,,,,1,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
17989,4e4d44bd-460e-4529-8266-1012031c7b80,c3s-002,0,,7,6,7,12,2,1,2,2,,,,,,2,1,2,1,,,,,,2,2,2,1,,,,,,,,,,
17990,69f3bdbc-3362-42a9-8694-432a4d98164e,c3s-002,0,,5,6,7,12,1,1,1,2,,,,,,0,1,2,3,,,,,,2,2,2,1,,,,,,,,,,
17991,411fed38-c6a5-48d9-a1f0-d25b2fb2110a,c3s-002,0,,12,12,10,12,3,3,3,3,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
17992,1193caea-1b7f-4fc0-bfe4-570433c04187,c3s-002,0,,3,4,5,12,0,1,1,1,,,,,,0,1,1,2,,,,,,1,1,1,2,,,,,,,,,,
17993,5de66d91-45f1-4073-a8ea-f34a141a3bad,c3s-002,0,,9,8,6,12,3,3,2,1,,,,,,2,2,2,2,,,,,,2,2,1,1,,,,,,,,,,
17996,3c90ae4f-1f7c-4d0c-a19f-86e856d5ffdb,c3s-002,0,,7,4,4,12,2,2,2,1,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
17997,506596b6-6d12-46aa-b194-7e4278d2d94a,c3s-002,0,,6,10,9,12,2,2,1,1,,,,,,2,3,2,3,,,,,,2,3,2,2,,,,,,,,,,
17998,7284ff80-7d14-4899-a48d-eae249582b2d,c3s-002,0,,9,8,8,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
